timestamp,value
1982-06-01,1102.0
1982-06-02,1015.0
1982-06-03,2075.0
1982-06-04,1597.0
1982-06-05,0.0
1982-06-06,0.0
1982-06-07,1571.0
1982-06-08,1334.0
1982-06-09,1531.0
1982-06-10,3994.0
1982-06-11,2041.0
1982-06-12,0.0
1982-06-13,0.0
1982-06-14,1334.0
1982-06-15,1838.0
1982-06-16,1145.0
1982-06-17,1979.0
1982-06-18,1238.0
1982-06-19,0.0
1982-06-20,0.0
1982-06-21,891.0
1982-06-22,1283.0
1982-06-23,2709.0
1982-06-24,1523.0
1982-06-25,2710.0
1982-06-26,0.0
1982-06-27,0.0
1982-06-28,1282.0
1982-06-29,888.0
1982-06-30,2547.0
1982-07-01,1228.0
1982-07-02,1223.0
1982-07-03,0.0
1982-07-04,0.0
1982-07-05,0.0
1982-07-06,806.0
1982-07-07,925.0
1982-07-08,2716.0
1982-07-09,1993.0
1982-07-10,0.0
1982-07-11,0.0
1982-07-12,1760.0
1982-07-13,1864.0
1982-07-14,2332.0
1982-07-15,2281.0
1982-07-16,1507.0
1982-07-17,0.0
1982-07-18,0.0
1982-07-19,1160.0
1982-07-20,987.0
1982-07-21,1968.0
1982-07-22,1480.0
1982-07-23,1329.0
1982-07-24,0.0
1982-07-25,0.0
1982-07-26,1338.0
1982-07-27,2611.0
1982-07-28,1508.0
1982-07-29,1650.0
1982-07-30,1107.0
1982-07-31,0.0
1982-08-01,0.0
1982-08-02,800.0
1982-08-03,1486.0
1982-08-04,1912.0
1982-08-05,1454.0
1982-08-06,1689.0
1982-08-07,0.0
1982-08-08,0.0
1982-08-09,1249.0
1982-08-10,1564.0
1982-08-11,3984.0
1982-08-12,1887.0
1982-08-13,1462.0
1982-08-14,0.0
1982-08-15,0.0
1982-08-16,900.0
1982-08-17,774.0
1982-08-18,2115.0
1982-08-19,954.0
1982-08-20,1424.0
1982-08-21,0.0
1982-08-22,0.0
1982-08-23,1669.0
1982-08-24,1272.0
1982-08-25,3054.0
1982-08-26,1332.0
1982-08-27,1129.0
1982-08-28,0.0
1982-08-29,0.0
1982-08-30,735.0
1982-08-31,1613.0
1982-09-01,1701.0
1982-09-02,775.0
1982-09-03,933.0
1982-09-04,0.0
1982-09-05,0.0
1982-09-06,0.0
1982-09-07,1182.0
1982-09-08,1027.0
1982-09-09,1216.0
1982-09-10,1250.0
1982-09-11,0.0
1982-09-12,0.0
1982-09-13,3810.0
1982-09-14,1419.0
1982-09-15,1243.0
1982-09-16,0.0
1982-09-17,1471.0
1982-09-18,0.0
1982-09-19,0.0
1982-09-20,1153.0
1982-09-21,1207.0
1982-09-22,2229.0
1982-09-23,1404.0
1982-09-24,1791.0
1982-09-25,0.0
1982-09-26,0.0
1982-09-27,2363.0
1982-09-28,1818.0
1982-09-29,1903.0
1982-09-30,1304.0
1982-10-01,1143.0
1982-10-02,0.0
1982-10-03,0.0
1982-10-04,1173.0
1982-10-05,924.0
1982-10-06,2368.0
1982-10-07,2118.0
1982-10-08,1612.0
1982-10-09,0.0
1982-10-10,0.0
1982-10-11,0.0
1982-10-12,2816.0
1982-10-13,2427.0
1982-10-14,1617.0
1982-10-15,1122.0
1982-10-16,0.0
1982-10-17,0.0
1982-10-18,1708.0
1982-10-19,1406.0
1982-10-20,1877.0
1982-10-21,1422.0
1982-10-22,1511.0
1982-10-23,0.0
1982-10-24,0.0
1982-10-25,1183.0
1982-10-26,2521.0
1982-10-27,1491.0
1982-10-28,1317.0
1982-10-29,1331.0
1982-10-30,0.0
1982-10-31,0.0
1982-11-01,896.0
1982-11-02,2069.0
1982-11-03,1744.0
1982-11-04,1392.0
1982-11-05,1126.0
1982-11-06,0.0
1982-11-07,0.0
1982-11-08,1273.0
1982-11-09,2874.0
1982-11-10,2526.0
1982-11-11,0.0
1982-11-12,1370.0
1982-11-13,0.0
1982-11-14,0.0
1982-11-15,1743.0
1982-11-16,1300.0
1982-11-17,1971.0
1982-11-18,1228.0
1982-11-19,1319.0
1982-11-20,0.0
1982-11-21,0.0
1982-11-22,1694.0
1982-11-23,1745.0
1982-11-24,2355.0
1982-11-25,0.0
1982-11-26,1543.0
1982-11-27,0.0
1982-11-28,0.0
1982-11-29,1148.0
1982-11-30,1014.0
1982-12-01,2397.0
1982-12-02,1580.0
1982-12-03,1337.0
1982-12-04,0.0
1982-12-05,0.0
1982-12-06,2013.0
1982-12-07,1595.0
1982-12-08,1172.0
1982-12-09,2530.0
1982-12-10,1963.0
1982-12-11,0.0
1982-12-12,0.0
1982-12-13,1136.0
1982-12-14,2030.0
1982-12-15,1417.0
1982-12-16,1464.0
1982-12-17,779.0
1982-12-18,0.0
1982-12-19,0.0
1982-12-20,764.0
1982-12-21,1792.0
1982-12-22,1742.0
1982-12-23,0.0
1982-12-24,0.0
1982-12-25,0.0
1982-12-26,0.0
1982-12-27,1747.0
1982-12-28,2449.0
1982-12-29,2461.0
1982-12-30,1476.0
1982-12-31,39.0
1983-01-01,0.0
1983-01-02,0.0
1983-01-03,1858.0
1983-01-04,1381.0
1983-01-05,3036.0
1983-01-06,1768.0
1983-01-07,1002.0
1983-01-08,0.0
1983-01-09,0.0
1983-01-10,1710.0
1983-01-11,2994.0
1983-01-12,2463.0
1983-01-13,1402.0
1983-01-14,798.0
1983-01-15,0.0
1983-01-16,0.0
1983-01-17,1370.0
1983-01-18,1828.0
1983-01-19,1497.0
1983-01-20,1600.0
1983-01-21,1274.0
1983-01-22,0.0
1983-01-23,0.0
1983-01-24,1272.0
1983-01-25,2859.0
1983-01-26,2168.0
1983-01-27,1148.0
1983-01-28,1416.0
1983-01-29,0.0
1983-01-30,0.0
1983-01-31,1154.0
1983-02-01,1996.0
1983-02-02,1498.0
1983-02-03,1641.0
1983-02-04,1486.0
1983-02-05,0.0
1983-02-06,0.0
1983-02-07,1371.0
1983-02-08,1817.0
1983-02-09,4455.0
1983-02-10,1817.0
1983-02-11,1376.0
1983-02-12,0.0
1983-02-13,0.0
1983-02-14,1805.0
1983-02-15,1310.0
1983-02-16,1546.0
1983-02-17,1165.0
1983-02-18,1203.0
1983-02-19,0.0
1983-02-20,0.0
1983-02-21,0.0
1983-02-22,1311.0
1983-02-23,2412.0
1983-02-24,1615.0
1983-02-25,2348.0
1983-02-26,0.0
1983-02-27,0.0
1983-02-28,1674.0
1983-03-01,1553.0
1983-03-02,2267.0
1983-03-03,1395.0
1983-03-04,1564.0
1983-03-05,0.0
1983-03-06,0.0
1983-03-07,1680.0
1983-03-08,2740.0
1983-03-09,3617.0
1983-03-10,1728.0
1983-03-11,1191.0
1983-03-12,0.0
1983-03-13,0.0
1983-03-14,1883.0
1983-03-15,1328.0
1983-03-16,1476.0
1983-03-17,1083.0
1983-03-18,895.0
1983-03-19,0.0
1983-03-20,0.0
1983-03-21,1723.0
1983-03-22,2164.0
1983-03-23,1638.0
1983-03-24,1982.0
1983-03-25,1911.0
1983-03-26,0.0
1983-03-27,0.0
1983-03-28,923.0
1983-03-29,2291.0
1983-03-30,1290.0
1983-03-31,1352.0
1983-04-01,905.0
1983-04-02,0.0
1983-04-03,0.0
1983-04-04,1054.0
1983-04-05,2371.0
1983-04-06,1517.0
1983-04-07,1546.0
1983-04-08,1405.0
1983-04-09,0.0
1983-04-10,0.0
1983-04-11,2816.0
1983-04-12,2842.0
1983-04-13,1766.0
1983-04-14,1246.0
1983-04-15,809.0
1983-04-16,0.0
1983-04-17,0.0
1983-04-18,1480.0
1983-04-19,1378.0
1983-04-20,1794.0
1983-04-21,1336.0
1983-04-22,1118.0
1983-04-23,0.0
1983-04-24,0.0
1983-04-25,1586.0
1983-04-26,2821.0
1983-04-27,2159.0
1983-04-28,1436.0
1983-04-29,968.0
1983-04-30,0.0
1983-05-01,0.0
1983-05-02,1108.0
1983-05-03,2386.0
1983-05-04,1854.0
1983-05-05,1605.0
1983-05-06,1391.0
1983-05-07,0.0
1983-05-08,0.0
1983-05-09,1640.0
1983-05-10,3494.0
1983-05-11,1982.0
1983-05-12,2175.0
1983-05-13,1056.0
1983-05-14,0.0
1983-05-15,0.0
1983-05-16,910.0
1983-05-17,2034.0
1983-05-18,1756.0
1983-05-19,1746.0
1983-05-20,1328.0
1983-05-21,0.0
1983-05-22,0.0
1983-05-23,1431.0
1983-05-24,2443.0
1983-05-25,2604.0
1983-05-26,1063.0
1983-05-27,863.0
1983-05-28,0.0
1983-05-29,0.0
1983-05-30,0.0
1983-05-31,1595.0
1983-06-01,1837.0
1983-06-02,845.0
1983-06-03,1603.0
1983-06-04,0.0
1983-06-05,0.0
1983-06-06,1513.0
1983-06-07,1457.0
1983-06-08,1800.0
1983-06-09,3701.0
1983-06-10,1903.0
1983-06-11,0.0
1983-06-12,0.0
1983-06-13,1674.0
1983-06-14,2457.0
1983-06-15,1495.0
1983-06-16,1272.0
1983-06-17,1091.0
1983-06-18,0.0
1983-06-19,0.0
1983-06-20,1045.0
1983-06-21,1720.0
1983-06-22,1810.0
1983-06-23,1932.0
1983-06-24,2028.0
1983-06-25,0.0
1983-06-26,0.0
1983-06-27,1749.0
1983-06-28,2212.0
1983-06-29,1631.0
1983-06-30,1280.0
1983-07-01,1326.0
1983-07-02,0.0
1983-07-03,0.0
1983-07-04,0.0
1983-07-05,882.0
1983-07-06,1840.0
1983-07-07,2224.0
1983-07-08,1538.0
1983-07-09,0.0
1983-07-10,0.0
1983-07-11,1805.0
1983-07-12,2485.0
1983-07-13,2829.0
1983-07-14,1996.0
1983-07-15,1582.0
1983-07-16,0.0
1983-07-17,0.0
1983-07-18,1858.0
1983-07-19,1084.0
1983-07-20,1840.0
1983-07-21,1708.0
1983-07-22,1187.0
1983-07-23,0.0
1983-07-24,0.0
1983-07-25,1424.0
1983-07-26,2249.0
1983-07-27,2069.0
1983-07-28,1389.0
1983-07-29,857.0
1983-07-30,0.0
1983-07-31,0.0
1983-08-01,1044.0
1983-08-02,2022.0
1983-08-03,2084.0
1983-08-04,1191.0
1983-08-05,1642.0
1983-08-06,0.0
1983-08-07,0.0
1983-08-08,1412.0
1983-08-09,3147.0
1983-08-10,2258.0
1983-08-11,1718.0
1983-08-12,1727.0
1983-08-13,0.0
1983-08-14,0.0
1983-08-15,887.0
1983-08-16,2087.0
1983-08-17,1296.0
1983-08-18,1136.0
1983-08-19,1194.0
1983-08-20,0.0
1983-08-21,0.0
1983-08-22,1711.0
1983-08-23,1785.0
1983-08-24,2467.0
1983-08-25,1544.0
1983-08-26,946.0
1983-08-27,0.0
1983-08-28,0.0
1983-08-29,948.0
1983-08-30,1955.0
1983-08-31,1206.0
1983-09-01,1007.0
1983-09-02,1105.0
1983-09-03,0.0
1983-09-04,0.0
1983-09-05,0.0
1983-09-06,1265.0
1983-09-07,1616.0
1983-09-08,1333.0
1983-09-09,1300.0
1983-09-10,0.0
1983-09-11,0.0
1983-09-12,2210.0
1983-09-13,1988.0
1983-09-14,2775.0
1983-09-15,1961.0
1983-09-16,1267.0
1983-09-17,0.0
1983-09-18,0.0
1983-09-19,1500.0
1983-09-20,1839.0
1983-09-21,1370.0
1983-09-22,1466.0
1983-09-23,1356.0
1983-09-24,0.0
1983-09-25,0.0
1983-09-26,2018.0
1983-09-27,2283.0
1983-09-28,2003.0
1983-09-29,1370.0
1983-09-30,571.0
1983-10-01,0.0
1983-10-02,0.0
1983-10-03,1861.0
1983-10-04,2028.0
1983-10-05,1310.0
1983-10-06,1304.0
1983-10-07,1030.0
1983-10-08,0.0
1983-10-09,0.0
1983-10-10,0.0
1983-10-11,1112.0
1983-10-12,3231.0
1983-10-13,2161.0
1983-10-14,1598.0
1983-10-15,0.0
1983-10-16,0.0
1983-10-17,2031.0
1983-10-18,1404.0
1983-10-19,2232.0
1983-10-20,1880.0
1983-10-21,1424.0
1983-10-22,0.0
1983-10-23,0.0
1983-10-24,1190.0
1983-10-25,2474.0
1983-10-26,2223.0
1983-10-27,1281.0
1983-10-28,1269.0
1983-10-29,0.0
1983-10-30,0.0
1983-10-31,1316.0
1983-11-01,1766.0
1983-11-02,1477.0
1983-11-03,1500.0
1983-11-04,1464.0
1983-11-05,0.0
1983-11-06,0.0
1983-11-07,1323.0
1983-11-08,1168.0
1983-11-09,3492.0
1983-11-10,2101.0
1983-11-11,0.0
1983-11-12,0.0
1983-11-13,0.0
1983-11-14,1795.0
1983-11-15,1482.0
1983-11-16,1725.0
1983-11-17,2094.0
1983-11-18,1261.0
1983-11-19,0.0
1983-11-20,0.0
1983-11-21,1358.0
1983-11-22,1655.0
1983-11-23,1936.0
1983-11-24,0.0
1983-11-25,2223.0
1983-11-26,0.0
1983-11-27,0.0
1983-11-28,1096.0
1983-11-29,1610.0
1983-11-30,2862.0
1983-12-01,1313.0
1983-12-02,1263.0
1983-12-03,0.0
1983-12-04,0.0
1983-12-05,1264.0
1983-12-06,2092.0
1983-12-07,1883.0
1983-12-08,1299.0
1983-12-09,2411.0
1983-12-10,0.0
1983-12-11,0.0
1983-12-12,2011.0
1983-12-13,2584.0
1983-12-14,1499.0
1983-12-15,966.0
1983-12-16,1269.0
1983-12-17,0.0
1983-12-18,0.0
1983-12-19,1234.0
1983-12-20,1376.0
1983-12-21,1730.0
1983-12-22,1449.0
1983-12-23,1103.0
1983-12-24,0.0
1983-12-25,0.0
1983-12-26,0.0
1983-12-27,1628.0
1983-12-28,2130.0
1983-12-29,2053.0
1983-12-30,1761.0
1983-12-31,0.0
1984-01-01,0.0
1984-01-02,0.0
1984-01-03,1614.0
1984-01-04,1843.0
1984-01-05,2741.0
1984-01-06,2332.0
1984-01-07,0.0
1984-01-08,0.0
1984-01-09,1484.0
1984-01-10,1955.0
1984-01-11,3141.0
1984-01-12,2294.0
1984-01-13,1392.0
1984-01-14,0.0
1984-01-15,0.0
1984-01-16,1422.0
1984-01-17,1520.0
1984-01-18,2312.0
1984-01-19,1065.0
1984-01-20,1375.0
1984-01-21,0.0
1984-01-22,0.0
1984-01-23,1967.0
1984-01-24,2000.0
1984-01-25,1814.0
1984-01-26,2161.0
1984-01-27,1341.0
1984-01-28,0.0
1984-01-29,0.0
1984-01-30,1288.0
1984-01-31,3008.0
1984-02-01,1331.0
1984-02-02,1841.0
1984-02-03,1177.0
1984-02-04,0.0
1984-02-05,0.0
1984-02-06,1469.0
1984-02-07,1408.0
1984-02-08,2089.0
1984-02-09,3720.0
1984-02-10,2500.0
1984-02-11,0.0
1984-02-12,0.0
1984-02-13,2143.0
1984-02-14,2203.0
1984-02-15,2235.0
1984-02-16,1298.0
1984-02-17,1136.0
1984-02-18,0.0
1984-02-19,0.0
1984-02-20,0.0
1984-02-21,1109.0
1984-02-22,1575.0
1984-02-23,2112.0
1984-02-24,2603.0
1984-02-25,0.0
1984-02-26,0.0
1984-02-27,1901.0
1984-02-28,2547.0
1984-02-29,1958.0
1984-03-01,1292.0
1984-03-02,1577.0
1984-03-03,0.0
1984-03-04,0.0
1984-03-05,151.0
1984-03-06,2026.0
1984-03-07,1942.0
1984-03-08,2119.0
1984-03-09,2962.0
1984-03-10,0.0
1984-03-11,0.0
1984-03-12,2321.0
1984-03-13,2152.0
1984-03-14,2212.0
1984-03-15,1888.0
1984-03-16,1265.0
1984-03-17,0.0
1984-03-18,0.0
1984-03-19,1349.0
1984-03-20,1729.0
1984-03-21,2191.0
1984-03-22,2459.0
1984-03-23,1121.0
1984-03-24,0.0
1984-03-25,0.0
1984-03-26,1934.0
1984-03-27,3046.0
1984-03-28,1592.0
1984-03-29,1945.0
1984-03-30,1100.0
1984-03-31,0.0
1984-04-01,0.0
1984-04-02,1697.0
1984-04-03,1502.0
1984-04-04,2654.0
1984-04-05,1378.0
1984-04-06,1255.0
1984-04-07,0.0
1984-04-08,0.0
1984-04-09,1696.0
1984-04-10,3968.0
1984-04-11,2521.0
1984-04-12,1522.0
1984-04-13,1299.0
1984-04-14,0.0
1984-04-15,0.0
1984-04-16,1239.0
1984-04-17,2041.0
1984-04-18,1861.0
1984-04-19,1467.0
1984-04-20,1040.0
1984-04-21,0.0
1984-04-22,0.0
1984-04-23,1589.0
1984-04-24,2371.0
1984-04-25,1927.0
1984-04-26,1429.0
1984-04-27,1537.0
1984-04-28,0.0
1984-04-29,0.0
1984-04-30,2274.0
1984-05-01,2702.0
1984-05-02,1644.0
1984-05-03,1461.0
1984-05-04,1529.0
1984-05-05,0.0
1984-05-06,0.0
1984-05-07,2139.0
1984-05-08,1689.0
1984-05-09,2272.0
1984-05-10,2786.0
1984-05-11,1354.0
1984-05-12,0.0
1984-05-13,0.0
1984-05-14,2989.0
1984-05-15,1770.0
1984-05-16,1601.0
1984-05-17,919.0
1984-05-18,1423.0
1984-05-19,0.0
1984-05-20,0.0
1984-05-21,1473.0
1984-05-22,1883.0
1984-05-23,2118.0
1984-05-24,2903.0
1984-05-25,1684.0
1984-05-26,0.0
1984-05-27,0.0
1984-05-28,0.0
1984-05-29,1234.0
1984-05-30,2247.0
1984-05-31,1662.0
1984-06-01,1070.0
1984-06-02,0.0
1984-06-03,0.0
1984-06-04,1234.0
1984-06-05,1474.0
1984-06-06,2826.0
1984-06-07,1620.0
1984-06-08,1416.0
1984-06-09,0.0
1984-06-10,0.0
1984-06-11,3055.0
1984-06-12,2266.0
1984-06-13,3276.0
1984-06-14,1065.0
1984-06-15,981.0
1984-06-16,0.0
1984-06-17,0.0
1984-06-18,1817.0
1984-06-19,1352.0
1984-06-20,2096.0
1984-06-21,1461.0
1984-06-22,1620.0
1984-06-23,0.0
1984-06-24,0.0
1984-06-25,1809.0
1984-06-26,2465.0
1984-06-27,2060.0
1984-06-28,2447.0
1984-06-29,1092.0
1984-06-30,0.0
1984-07-01,0.0
1984-07-02,1294.0
1984-07-03,2202.0
1984-07-04,0.0
1984-07-05,2192.0
1984-07-06,1559.0
1984-07-07,0.0
1984-07-08,0.0
1984-07-09,1602.0
1984-07-10,1527.0
1984-07-11,4807.0
1984-07-12,2468.0
1984-07-13,1951.0
1984-07-14,0.0
1984-07-15,0.0
1984-07-16,1833.0
1984-07-17,2137.0
1984-07-18,1119.0
1984-07-19,1676.0
1984-07-20,1508.0
1984-07-21,0.0
1984-07-22,0.0
1984-07-23,1795.0
1984-07-24,3223.0
1984-07-25,1895.0
1984-07-26,1679.0
1984-07-27,956.0
1984-07-28,0.0
1984-07-29,0.0
1984-07-30,1540.0
1984-07-31,2145.0
1984-08-01,1305.0
1984-08-02,1563.0
1984-08-03,1242.0
1984-08-04,0.0
1984-08-05,0.0
1984-08-06,1683.0
1984-08-07,1816.0
1984-08-08,1746.0
1984-08-09,3348.0
1984-08-10,2332.0
1984-08-11,0.0
1984-08-12,0.0
1984-08-13,1402.0
1984-08-14,2843.0
1984-08-15,2057.0
1984-08-16,1359.0
1984-08-17,1038.0
1984-08-18,0.0
1984-08-19,0.0
1984-08-20,1119.0
1984-08-21,2161.0
1984-08-22,2230.0
1984-08-23,1544.0
1984-08-24,1857.0
1984-08-25,0.0
1984-08-26,0.0
1984-08-27,1965.0
1984-08-28,2762.0
1984-08-29,1067.0
1984-08-30,1247.0
1984-08-31,1217.0
1984-09-01,0.0
1984-09-02,0.0
1984-09-03,0.0
1984-09-04,1077.0
1984-09-05,2183.0
1984-09-06,1597.0
1984-09-07,1328.0
1984-09-08,0.0
1984-09-09,0.0
1984-09-10,1368.0
1984-09-11,1410.0
1984-09-12,4037.0
1984-09-13,2684.0
1984-09-14,1769.0
1984-09-15,0.0
1984-09-16,0.0
1984-09-17,1026.0
1984-09-18,666.0
1984-09-19,429.0
1984-09-20,763.0
1984-09-21,3262.0
1984-09-22,0.0
1984-09-23,0.0
1984-09-24,3606.0
1984-09-25,3946.0
1984-09-26,2683.0
1984-09-27,1301.0
1984-09-28,1621.0
1984-09-29,0.0
1984-09-30,0.0
1984-10-01,1117.0
1984-10-02,2245.0
1984-10-03,1938.0
1984-10-04,1146.0
1984-10-05,1161.0
1984-10-06,0.0
1984-10-07,0.0
1984-10-08,0.0
1984-10-09,1760.0
1984-10-10,3517.0
1984-10-11,2704.0
1984-10-12,2400.0
1984-10-13,0.0
1984-10-14,0.0
1984-10-15,1411.0
1984-10-16,1796.0
1984-10-17,2343.0
1984-10-18,1353.0
1984-10-19,1305.0
1984-10-20,0.0
1984-10-21,0.0
1984-10-22,2094.0
1984-10-23,1901.0
1984-10-24,3103.0
1984-10-25,1633.0
1984-10-26,1311.0
1984-10-27,0.0
1984-10-28,0.0
1984-10-29,1111.0
1984-10-30,2802.0
1984-10-31,1169.0
1984-11-01,875.0
1984-11-02,1118.0
1984-11-03,0.0
1984-11-04,0.0
1984-11-05,1899.0
1984-11-06,1914.0
1984-11-07,1358.0
1984-11-08,1569.0
1984-11-09,1669.0
1984-11-10,0.0
1984-11-11,0.0
1984-11-12,0.0
1984-11-13,1934.0
1984-11-14,3920.0
1984-11-15,2886.0
1984-11-16,1422.0
1984-11-17,0.0
1984-11-18,0.0
1984-11-19,1436.0
1984-11-20,1147.0
1984-11-21,2555.0
1984-11-22,0.0
1984-11-23,1804.0
1984-11-24,0.0
1984-11-25,0.0
1984-11-26,1132.0
1984-11-27,2359.0
1984-11-28,3359.0
1984-11-29,1955.0
1984-11-30,1766.0
1984-12-01,0.0
1984-12-02,0.0
1984-12-03,2288.0
1984-12-04,1917.0
1984-12-05,1076.0
1984-12-06,1041.0
1984-12-07,1327.0
1984-12-08,0.0
1984-12-09,0.0
1984-12-10,1544.0
1984-12-11,3623.0
1984-12-12,3188.0
1984-12-13,1602.0
1984-12-14,1332.0
1984-12-15,0.0
1984-12-16,0.0
1984-12-17,942.0
1984-12-18,1822.0
1984-12-19,2273.0
1984-12-20,1734.0
1984-12-21,1484.0
1984-12-22,0.0
1984-12-23,0.0
1984-12-24,1099.0
1984-12-25,0.0
1984-12-26,2312.0
1984-12-27,2918.0
1984-12-28,2827.0
1984-12-29,0.0
1984-12-30,0.0
1984-12-31,1212.0
1985-01-01,0.0
1985-01-02,1619.0
1985-01-03,1828.0
1985-01-04,4205.0
1985-01-05,0.0
1985-01-06,0.0
1985-01-07,1414.0
1985-01-08,1883.0
1985-01-09,147.0
1985-01-10,3412.0
1985-01-11,3888.0
1985-01-12,0.0
1985-01-13,0.0
1985-01-14,2831.0
1985-01-15,1843.0
1985-01-16,2129.0
1985-01-17,1710.0
1985-01-18,1571.0
1985-01-19,0.0
1985-01-20,0.0
1985-01-21,1356.0
1985-01-22,2246.0
1985-01-23,2479.0
1985-01-24,2599.0
1985-01-25,2180.0
1985-01-26,0.0
1985-01-27,0.0
1985-01-28,1330.0
1985-01-29,2948.0
1985-01-30,1694.0
1985-01-31,1509.0
1985-02-01,775.0
1985-02-02,0.0
1985-02-03,0.0
1985-02-04,1082.0
1985-02-05,1525.0
1985-02-06,2473.0
1985-02-07,1769.0
1985-02-08,1721.0
1985-02-09,0.0
1985-02-10,0.0
1985-02-11,2514.0
1985-02-12,4652.0
1985-02-13,2854.0
1985-02-14,1554.0
1985-02-15,1232.0
1985-02-16,0.0
1985-02-17,0.0
1985-02-18,0.0
1985-02-19,1502.0
1985-02-20,1345.0
1985-02-21,2332.0
1985-02-22,2191.0
1985-02-23,0.0
1985-02-24,0.0
1985-02-25,1460.0
1985-02-26,2191.0
1985-02-27,3478.0
1985-02-28,2129.0
1985-03-01,2139.0
1985-03-02,0.0
1985-03-03,0.0
1985-03-04,1462.0
1985-03-05,2717.0
1985-03-06,2235.0
1985-03-07,1652.0
1985-03-08,1385.0
1985-03-09,0.0
1985-03-10,0.0
1985-03-11,3331.0
1985-03-12,3312.0
1985-03-13,2741.0
1985-03-14,1327.0
1985-03-15,892.0
1985-03-16,0.0
1985-03-17,0.0
1985-03-18,2418.0
1985-03-19,1334.0
1985-03-20,1910.0
1985-03-21,2029.0
1985-03-22,1805.0
1985-03-23,0.0
1985-03-24,0.0
1985-03-25,1339.0
1985-03-26,3568.0
1985-03-27,2700.0
1985-03-28,1954.0
1985-03-29,1116.0
1985-03-30,0.0
1985-03-31,0.0
1985-04-01,1088.0
1985-04-02,3216.0
1985-04-03,2027.0
1985-04-04,1245.0
1985-04-05,1104.0
1985-04-06,0.0
1985-04-07,0.0
1985-04-08,1245.0
1985-04-09,2989.0
1985-04-10,4559.0
1985-04-11,1734.0
1985-04-12,1737.0
1985-04-13,0.0
1985-04-14,0.0
1985-04-15,1332.0
1985-04-16,2236.0
1985-04-17,1907.0
1985-04-18,1210.0
1985-04-19,759.0
1985-04-20,0.0
1985-04-21,0.0
1985-04-22,1504.0
1985-04-23,1362.0
1985-04-24,2249.0
1985-04-25,2714.0
1985-04-26,1909.0
1985-04-27,0.0
1985-04-28,0.0
1985-04-29,1868.0
1985-04-30,3098.0
1985-05-01,1742.0
1985-05-02,1767.0
1985-05-03,1399.0
1985-05-04,0.0
1985-05-05,0.0
1985-05-06,1836.0
1985-05-07,1824.0
1985-05-08,2141.0
1985-05-09,2886.0
1985-05-10,2339.0
1985-05-11,0.0
1985-05-12,0.0
1985-05-13,2366.0
1985-05-14,2809.0
1985-05-15,2291.0
1985-05-16,1793.0
1985-05-17,1187.0
1985-05-18,0.0
1985-05-19,0.0
1985-05-20,1167.0
1985-05-21,2663.0
1985-05-22,2037.0
1985-05-23,1746.0
1985-05-24,2443.0
1985-05-25,0.0
1985-05-26,0.0
1985-05-27,0.0
1985-05-28,1446.0
1985-05-29,3331.0
1985-05-30,1527.0
1985-05-31,870.0
1985-06-01,0.0
1985-06-02,0.0
1985-06-03,1264.0
1985-06-04,1542.0
1985-06-05,2717.0
1985-06-06,1558.0
1985-06-07,2048.0
1985-06-08,0.0
1985-06-09,0.0
1985-06-10,1348.0
1985-06-11,4912.0
1985-06-12,1420.0
1985-06-13,2983.0
1985-06-14,1346.0
1985-06-15,0.0
1985-06-16,0.0
1985-06-17,1084.0
1985-06-18,2046.0
1985-06-19,2160.0
1985-06-20,2257.0
1985-06-21,1659.0
1985-06-22,0.0
1985-06-23,0.0
1985-06-24,1618.0
1985-06-25,4272.0
1985-06-26,2292.0
1985-06-27,1620.0
1985-06-28,1194.0
1985-06-29,0.0
1985-06-30,0.0
1985-07-01,1193.0
1985-07-02,2592.0
1985-07-03,1644.0
1985-07-04,0.0
1985-07-05,1822.0
1985-07-06,0.0
1985-07-07,0.0
1985-07-08,1449.0
1985-07-09,1718.0
1985-07-10,4592.0
